procedure_code,procedure_descrption,category,proc_sk
54520,Orchiectomy,Surgery,6045
27447,Knee replacement,Surgery,6046
95816,EEG,Diagnostic,6047
00520,Unknown Procedure,Procedure,6048
76830,Pelvic ultrasound,Imaging,6049
90791,Psychiatric diagnostic eval,Evaluation & Management,6050
99214,Office/outpatient visit EST - extended,Evaluation & Management,6051
67028,Retinal surgery,Surgery,6052
71020,Chest X-ray,Imaging,6053
99285,Emergency department visit - high severity,Emergency,6054
00520,Unknown Procedure,Procedure,6055
27447,Total knee arthroplasty,Surgery,6056
80050,General health panel,Lab,6057
80050,General health panel,Lab,6058
76830,Pelvic ultrasound,Imaging,6059
99214,Office visit extended,Evaluation & Management,6060
31231,Nasal polypectomy,Procedure,6061
87070,"Culture, bacterial",Lab,6062
67028,Retinal surgery,Surgery,6063
80050,General health panel,Lab,6064
99213,Office/outpatient visit EST,Evaluation & Management,6065
35301,Bypass graft,Surgery,6066
99213,Office/outpatient visit EST,Evaluation & Management,6067
93306,Echocardiogram,Imaging,6068
49900,Appendectomy,Surgery,6069
99213,Office visit,Evaluation & Management,6070
90792,Rheumatology consult,Evaluation & Management,6071
99214,"Office/outpatient visit, est",Evaluation & Management,6072
95115,"Immunotherapy, one injection",Procedure,6073
15734,Scar revision,Procedure,6074
11721,Debridement nail,Procedure,6075
11721,Debridement nail,Procedure,6076
99213,Office/outpatient visit EST,Evaluation & Management,6077
31231,Nasal polypectomy,Procedure,6078
43239,"Upper GI endoscopy, biopsy",Procedure,6079
67028,Retinal surgery,Surgery,6080
90792,Rheumatology consult,Evaluation & Management,6081
31231,"Nasal endoscopy, dx",Procedure,6082
93306,Echocardiogram,Imaging,6083
95115,"Immunotherapy, one injection",Procedure,6084
76830,"Transvaginal us, non-ob",Imaging,6085
99213,Office visit,Evaluation & Management,6086
70450,CT Head without contrast,Imaging,6087
52000,Cystoscopy,Procedure,6088
90792,Rheumatology consult,Evaluation & Management,6089
31231,Nasal polypectomy,Procedure,6090
A0425,Unknown Procedure,Procedure,6091
35301,Rechanneling of artery,Surgery,6092
80050,General health panel,Lab,6093
12001,Simple repair of wound,Procedure,6094
88305,Pathology tissue exam,Lab,6095
15734,Scar revision,Procedure,6096
93458,Unknown Procedure,Procedure,6097
93458,Cardiac cath,Procedure,6098
92014,Ophthalmology exam,Evaluation & Management,6099
88305,Pathology tissue exam,Lab,6100
90791,Psychiatric diagnostic eval,Evaluation & Management,6101
27447,Knee replacement,Surgery,6102
88305,Pathology tissue exam,Lab,6103
99213,Office/outpatient visit EST,Evaluation & Management,6104
76830,Pelvic ultrasound,Imaging,6105
11102,Skin lesion excision,Procedure,6106
54520,Orchiectomy,Surgery,6107
90471,Immunization administration,Preventive,6108
80050,General health panel,Lab,6109
35301,Bypass graft,Surgery,6110
90792,Unknown Procedure,Evaluation & Management,6111
93458,Cardiac cath,Procedure,6112
95117,Allergy injection,Procedure,6113
35301,Bypass graft,Surgery,6114
80048,Thyroid panel,Lab,6115
88305,Pathology tissue exam,Lab,6116
50360,Dialysis access procedure,Procedure,6117
99214,Office visit extended,Evaluation & Management,6118
90471,Immunization administration,Preventive,6119
50360,Transplantation of kidney,Procedure,6120
95810,"Polysomnography, 4 or more",Diagnostic,6121
93458,Cardiac cath,Procedure,6122
90471,Immunization administration,Preventive,6123
00520,Anesthesia for procedures,Procedure,6124
80048,Basic metabolic panel,Lab,6125
99213,Pediatric office visit,Evaluation & Management,6126
90792,Rheumatology consult,Evaluation & Management,6127
15734,"Muscle-skin graft, trunk",Procedure,6128
87070,"Culture, bacterial",Lab,6129
99214,"Office/outpatient visit, est",Evaluation & Management,6130
67028,Retinal surgery,Surgery,6131
99213,Office/outpatient visit EST,Evaluation & Management,6132
99285,Emergency department visit - high severity,Emergency,6133
92014,Ophthalmology exam,Evaluation & Management,6134
00520,Anesthesia for procedures,Procedure,6135
99213,Office/outpatient visit EST,Evaluation & Management,6136
99213,Office/outpatient visit EST,Evaluation & Management,6137
88305,Pathology tissue exam,Lab,6138
88305,Pathology tissue exam,Lab,6139
31231,Nasal polypectomy,Procedure,6140
95810,Nerve conduction study,Diagnostic,6141
92014,Ophthalmology exam,Evaluation & Management,6142
88305,Tissue exam by pathologist,Lab,6143
90471,Immunization administration,Preventive,6144
27447,Knee replacement,Surgery,6145
92014,Ophthalmology exam,Evaluation & Management,6146
31500,Intubation,Procedure,6147
71020,Chest X-ray,Imaging,6148
80050,General health panel,Lab,6149
27447,Knee replacement,Surgery,6150
71020,Chest X-ray,Imaging,6151
93458,Cardiac cath,Procedure,6152
92511,Speech audiometry,Diagnostic,6153
92014,Ophthalmology exam,Evaluation & Management,6154
00520,Anesthesia for procedures,Procedure,6155
71020,Chest x-ray,Imaging,6156
17000,Destruction benign lesion,Procedure,6157
67028,Injection eye drug,Surgery,6158
52000,Cystoscopy,Procedure,6159
00520,Anesthesia for procedures,Procedure,6160
90471,Immunization administration,Preventive,6161
80050,General health panel,Lab,6162
95117,Allergy injection,Procedure,6163
15734,Scar revision,Procedure,6164
99213,Office/outpatient visit EST,Evaluation & Management,6165
94010,Pulmonary function test,Diagnostic,6166
95117,Allergy injection,Procedure,6167
43239,EGD,Procedure,6168
00520,Anesthesia for procedures,Procedure,6169
71020,Chest X-ray,Imaging,6170
90792,Rheumatology consult,Evaluation & Management,6171
52000,Cystoscopy,Procedure,6172
35301,Bypass graft,Surgery,6173
67028,Retinal surgery,Surgery,6174
96413,Chemotherapy administration,Procedure,6175
11102,Skin lesion excision,Procedure,6176
93306,Echocardiogram,Imaging,6177
92014,Ophthalmology exam,Evaluation & Management,6178
99213,Office/outpatient visit EST,Evaluation & Management,6179
99213,Office/outpatient visit EST,Evaluation & Management,6180
88305,Tissue exam by pathologist,Lab,6181
71020,Chest X-ray,Imaging,6182
99214,Office visit extended,Evaluation & Management,6183
96372,Therapeutic injection,Procedure,6184
80047,Renal panel,Lab,6185
11102,Skin lesion excision,Procedure,6186
88305,Pathology tissue exam,Lab,6187
12001,Simple repair of wound,Procedure,6188
11721,Debridement nail,Procedure,6189
99285,Emergency department visit - high severity,Emergency,6190
93306,Echocardiogram,Imaging,6191
80048,Thyroid panel,Lab,6192
27447,Knee replacement,Surgery,6193
87070,"Culture, bacterial",Lab,6194
50360,Transplantation of kidney,Procedure,6195
99214,Office visit extended,Evaluation & Management,6196
49900,Appendectomy,Surgery,6197
96372,Therapeutic injection,Procedure,6198
88305,Pathology tissue exam,Lab,6199
88305,Pathology tissue exam,Lab,6200
90791,Psychiatric diagnostic eval,Evaluation & Management,6201
95810,Nerve conduction study,Diagnostic,6202
80047,Renal panel,Lab,6203
31231,Nasal polypectomy,Procedure,6204
92511,Speech audiometry,Diagnostic,6205
88305,Pathology tissue exam,Lab,6206
92014,Ophthalmology exam,Evaluation & Management,6207
92014,Ophthalmology exam,Evaluation & Management,6208
92511,Nasopharyngoscopy,Diagnostic,6209
76830,Pelvic ultrasound,Imaging,6210
99213,"Office/outpatient visit, est",Evaluation & Management,6211
93458,Cardiac cath,Procedure,6212
11721,Debridement nail,Procedure,6213
96413,Chemotherapy administration,Procedure,6214
70450,CT Head without contrast,Imaging,6215
54520,Orchiectomy,Surgery,6216
71020,Chest X-ray,Imaging,6217
99213,Office/outpatient visit EST,Evaluation & Management,6218
92511,Speech audiometry,Diagnostic,6219
80050,General health panel,Lab,6220
54520,Orchiectomy,Surgery,6221
50360,Dialysis access procedure,Procedure,6222
80047,Renal panel,Lab,6223
43239,EGD,Procedure,6224
31500,Intubation,Procedure,6225
11721,"Debride nail, 6 or more",Procedure,6226
99214,Office/outpatient visit EST - extended,Evaluation & Management,6227
11102,Skin lesion excision,Procedure,6228
90792,Rheumatology consult,Evaluation & Management,6229
67028,Retinal surgery,Surgery,6230
11721,Debridement nail,Procedure,6231
96372,Therapeutic injection,Procedure,6232
99213,Office/outpatient visit EST,Evaluation & Management,6233
92014,Ophthalmology exam,Evaluation & Management,6234
95115,Allergy testing,Procedure,6235
67028,Injection eye drug,Surgery,6236
70450,CT Head without contrast,Imaging,6237
90471,Immunization administration,Preventive,6238
99214,Office visit extended,Evaluation & Management,6239
35301,Bypass graft,Surgery,6240
54520,Orchiectomy,Surgery,6241
76830,Pelvic ultrasound,Imaging,6242
52000,Cystoscopy,Procedure,6243
20610,"Arthrocentesis, small joint",Procedure,6244
80047,Renal panel,Lab,6245
20610,"Drain/inject, joint/bursa",Procedure,6246
99213,Office/outpatient visit EST,Evaluation & Management,6247
99214,Office visit extended,Evaluation & Management,6248
94010,Pulmonary function test,Diagnostic,6249
90471,Immunization administration,Preventive,6250
80050,General health panel,Lab,6251
99214,Office visit extended,Evaluation & Management,6252
31500,Intubation,Procedure,6253
80047,Renal panel,Lab,6254
88305,Pathology tissue exam,Lab,6255
71020,Chest X-ray,Imaging,6256
99213,Office/outpatient visit EST,Evaluation & Management,6257
35301,Rechanneling of artery,Surgery,6258
88305,Pathology tissue exam,Lab,6259
96372,Therapeutic injection,Procedure,6260
99213,Pediatric office visit,Evaluation & Management,6261
80048,Thyroid panel,Lab,6262
71020,Chest x-ray,Imaging,6263
95816,EEG,Diagnostic,6264
31231,Nasal polypectomy,Procedure,6265
88305,Pathology tissue exam,Lab,6266
11721,"Debride nail, 6 or more",Procedure,6267
35301,Bypass graft,Surgery,6268
80050,General health panel,Lab,6269
99214,"Office/outpatient visit, est",Evaluation & Management,6270
00520,Anesthesia for procedures,Procedure,6271
96372,Therapeutic injection,Procedure,6272
96372,Therapeutic injection,Procedure,6273
70450,Ct head/brain w/o dye,Imaging,6274
11102,Unknown Procedure,Procedure,6275
99214,Office/outpatient visit EST - extended,Evaluation & Management,6276
96413,Chemotherapy administration,Procedure,6277
99213,Office visit,Evaluation & Management,6278
99213,Office/outpatient visit EST,Evaluation & Management,6279
15734,"Muscle-skin graft, trunk",Procedure,6280
92511,Speech audiometry,Diagnostic,6281
80048,Thyroid panel,Lab,6282
90792,Rheumatology consult,Evaluation & Management,6283
96372,Unknown Procedure,Procedure,6284
90792,Rheumatology consult,Evaluation & Management,6285
80050,General health panel,Lab,6286
15734,Scar revision,Procedure,6287
11721,Debridement nail,Procedure,6288
A0425,Ambulance service,Procedure,6289
99213,Office visit,Evaluation & Management,6290
70450,CT Head without contrast,Imaging,6291
35301,Bypass graft,Surgery,6292
90791,Psychiatric diagnostic eval,Evaluation & Management,6293
49900,Appendectomy,Surgery,6294
99213,Office visit,Evaluation & Management,6295
70450,CT Head without contrast,Imaging,6296
67028,Retinal surgery,Surgery,6297
35301,Bypass graft,Surgery,6298
12001,Simple repair of wound,Procedure,6299
95810,Nerve conduction study,Diagnostic,6300
92014,Ophthalmology exam,Evaluation & Management,6301
96372,Therapeutic injection,Procedure,6302
88305,Pathology tissue exam,Lab,6303
71020,Chest X-ray,Imaging,6304
11102,Skin lesion excision,Procedure,6305
27447,Total knee arthroplasty,Surgery,6306
11721,Debridement nail,Procedure,6307
35301,Bypass graft,Surgery,6308
71020,Chest X-ray,Imaging,6309
90471,Immunization administration,Preventive,6310
52000,Cystoscopy,Procedure,6311
43239,EGD,Procedure,6312
92511,Speech audiometry,Diagnostic,6313
31231,Nasal polypectomy,Procedure,6314
11721,Debridement nail,Procedure,6315
11102,Skin lesion excision,Procedure,6316
71020,Chest X-ray,Imaging,6317
90792,Rheumatology consult,Evaluation & Management,6318
35301,Bypass graft,Surgery,6319
80048,Thyroid panel,Lab,6320
43239,EGD,Procedure,6321
71020,Chest X-ray,Imaging,6322
71020,Chest X-ray,Imaging,6323
20610,"Drain/inject, joint/bursa",Procedure,6324
35301,Bypass graft,Surgery,6325
76830,Pelvic ultrasound,Imaging,6326
80047,Renal panel,Lab,6327
58150,Cesarean delivery,Surgery,6328
80050,General health panel,Lab,6329
95115,Allergy testing,Procedure,6330
99213,Pediatric office visit,Evaluation & Management,6331
15734,Scar revision,Procedure,6332
87070,"Culture, bacterial",Lab,6333
11721,Debridement nail,Procedure,6334
A0425,Ambulance service,Procedure,6335
58150,Cesarean delivery,Surgery,6336
99213,Office visit,Evaluation & Management,6337
88305,Pathology tissue exam,Lab,6338
11102,Skin lesion excision,Procedure,6339
11102,Skin lesion excision,Procedure,6340
99213,Pediatric office visit,Evaluation & Management,6341
88305,Pathology tissue exam,Lab,6342
90792,Rheumatology consult,Evaluation & Management,6343
90792,Rheumatology consult,Evaluation & Management,6344
99214,Office/outpatient visit EST - extended,Evaluation & Management,6345
71020,Chest X-ray,Imaging,6346
71020,Chest X-ray,Imaging,6347
50360,Dialysis access procedure,Procedure,6348
99213,Office/outpatient visit EST,Evaluation & Management,6349
90792,Rheumatology consult,Evaluation & Management,6350
71020,Chest X-ray,Imaging,6351
12001,Simple repair of wound,Procedure,6352
35301,Bypass graft,Surgery,6353
12001,Simple repair of wound,Procedure,6354
80050,General health panel,Lab,6355
90792,Rheumatology consult,Evaluation & Management,6356
43239,EGD,Procedure,6357
15734,Scar revision,Procedure,6358
87070,"Culture, bacterial",Lab,6359
80047,Renal panel,Lab,6360
80047,Renal panel,Lab,6361
90471,Immunization administration,Preventive,6362
96413,Chemotherapy administration,Procedure,6363
94010,Pulmonary function test,Diagnostic,6364
95117,Allergy injection,Procedure,6365
99214,Office visit extended,Evaluation & Management,6366
99213,Pediatric office visit,Evaluation & Management,6367
90791,Psychiatric diagnostic eval,Evaluation & Management,6368
12001,Simple repair of wound,Procedure,6369
93458,Cardiac cath,Procedure,6370
99214,Office/outpatient visit EST - extended,Evaluation & Management,6371
35301,Rechanneling of artery,Surgery,6372
11102,Skin lesion excision,Procedure,6373
95115,Allergy testing,Procedure,6374
80048,Thyroid panel,Lab,6375
88305,Pathology tissue exam,Lab,6376
71020,Chest X-ray,Imaging,6377
11721,Debridement nail,Procedure,6378
20610,"Arthrocentesis, small joint",Procedure,6379
31500,Intubation,Procedure,6380
99285,Emergency department visit - high severity,Emergency,6381
88305,Pathology tissue exam,Lab,6382
99214,Office/outpatient visit EST - extended,Evaluation & Management,6383
99213,Office visit,Evaluation & Management,6384
76830,Pelvic ultrasound,Imaging,6385
80048,Thyroid panel,Lab,6386
80050,General health panel,Lab,6387
58150,Cesarean delivery,Surgery,6388
90471,Immunization administration,Preventive,6389
95810,Nerve conduction study,Diagnostic,6390
71020,Chest X-ray,Imaging,6391
95810,Nerve conduction study,Diagnostic,6392
92511,Speech audiometry,Diagnostic,6393
71020,Chest X-ray,Imaging,6394
88305,Pathology tissue exam,Lab,6395
93000,Electrocardiogram,Diagnostic,6396
95117,Allergy injection,Procedure,6397
92511,Speech audiometry,Diagnostic,6398
15734,Scar revision,Procedure,6399
93458,Cardiac cath,Procedure,6400
11721,Debridement nail,Procedure,6401
52000,Cystoscopy,Procedure,6402
99213,"Office/outpatient visit, est",Evaluation & Management,6403
15734,Scar revision,Procedure,6404
00520,Anesthesia for procedures,Procedure,6405
52000,Cystoscopy,Procedure,6406
50360,Dialysis access procedure,Procedure,6407
99214,Office visit extended,Evaluation & Management,6408
49900,Appendectomy,Surgery,6409
70450,CT Head without contrast,Imaging,6410
92511,Nasopharyngoscopy,Diagnostic,6411
12001,Simple repair of wound,Procedure,6412
50360,Dialysis access procedure,Procedure,6413
17000,Destruction benign lesion,Procedure,6414
90471,Immunization administration,Preventive,6415
A0425,Ambulance service,Procedure,6416
92014,Ophthalmology exam,Evaluation & Management,6417
80048,Thyroid panel,Lab,6418
52000,Cystoscopy,Procedure,6419
17000,Destruction benign lesion,Procedure,6420
20610,"Arthrocentesis, small joint",Procedure,6421
58150,Cesarean delivery,Surgery,6422
99214,Office/outpatient visit EST - extended,Evaluation & Management,6423
20610,"Arthrocentesis, small joint",Procedure,6424
31231,"Nasal endoscopy, dx",Procedure,6425
11721,"Debride nail, 6 or more",Procedure,6426
92014,Eye exam & treatment,Evaluation & Management,6427
70450,CT Head without contrast,Imaging,6428
90791,Psychiatric diagnostic eval,Evaluation & Management,6429
70450,CT Head without contrast,Imaging,6430
90471,Immunization administration,Preventive,6431
92014,Ophthalmology exam,Evaluation & Management,6432
92511,Nasopharyngoscopy,Diagnostic,6433
15734,Scar revision,Procedure,6434
76830,Pelvic ultrasound,Imaging,6435
90471,Immunization administration,Preventive,6436
95115,Allergy testing,Procedure,6437
11102,Skin lesion excision,Procedure,6438
95816,EEG,Diagnostic,6439
88305,Pathology tissue exam,Lab,6440
71020,Chest X-ray,Imaging,6441
99213,Office/outpatient visit EST,Evaluation & Management,6442
27447,Knee replacement,Surgery,6443
52000,Cystoscopy,Procedure,6444
93458,Cardiac cath,Procedure,6445
43239,EGD,Procedure,6446
15734,Scar revision,Procedure,6447
71020,Chest X-ray,Imaging,6448
80050,General health panel,Lab,6449
88305,Pathology tissue exam,Lab,6450
95810,Nerve conduction study,Diagnostic,6451
95115,Allergy testing,Procedure,6452
80050,General health panel,Lab,6453
17000,Destruction benign lesion,Procedure,6454
58150,Cesarean delivery,Surgery,6455
99213,Pediatric office visit,Evaluation & Management,6456
58150,Cesarean delivery,Surgery,6457
43239,EGD,Procedure,6458
00520,Anesthesia for procedures,Procedure,6459
94010,Pulmonary function test,Diagnostic,6460
31500,Intubation,Procedure,6461
99214,Office visit extended,Evaluation & Management,6462
94010,Pulmonary function test,Diagnostic,6463
35301,Bypass graft,Surgery,6464
17000,Destruction benign lesion,Procedure,6465
27447,Knee replacement,Surgery,6466
12001,Simple repair of wound,Procedure,6467
49900,Appendectomy,Surgery,6468
76830,Pelvic ultrasound,Imaging,6469
93000,Electrocardiogram,Diagnostic,6470
99213,Pediatric office visit,Evaluation & Management,6471
90471,Immunization administration,Preventive,6472
90792,Rheumatology consult,Evaluation & Management,6473
90471,Immunization administration,Preventive,6474
90792,Unknown Procedure,Evaluation & Management,6475
88305,Tissue exam by pathologist,Lab,6476
71020,Chest X-ray,Imaging,6477
88305,Pathology tissue exam,Lab,6478
99213,Office/outpatient visit EST,Evaluation & Management,6479
00520,Anesthesia for procedures,Procedure,6480
90471,Immunization administration,Preventive,6481
50360,Dialysis access procedure,Procedure,6482
99214,Office visit extended,Evaluation & Management,6483
95117,Allergy injection,Procedure,6484
80048,Thyroid panel,Lab,6485
43239,EGD,Procedure,6486
92014,Ophthalmology exam,Evaluation & Management,6487
88305,Pathology tissue exam,Lab,6488
67028,Injection eye drug,Surgery,6489
99213,Office/outpatient visit EST,Evaluation & Management,6490
11102,Skin lesion excision,Procedure,6491
99214,Office visit extended,Evaluation & Management,6492
95115,Allergy testing,Procedure,6493
54520,Orchiectomy,Surgery,6494
88305,Pathology tissue exam,Lab,6495
00520,Unknown Procedure,Procedure,6496
52000,Cystoscopy,Procedure,6497
90792,Rheumatology consult,Evaluation & Management,6498
80048,Thyroid panel,Lab,6499
12001,Simple repair of wound,Procedure,6500
99213,Pediatric office visit,Evaluation & Management,6501
93306,Echocardiogram,Imaging,6502
67028,Retinal surgery,Surgery,6503
80048,Thyroid panel,Lab,6504
99213,Pediatric office visit,Evaluation & Management,6505
80047,Unknown Procedure,Lab,6506
71020,Chest X-ray,Imaging,6507
90792,Unknown Procedure,Evaluation & Management,6508
31231,Nasal polypectomy,Procedure,6509
00520,Anesthesia for procedures,Procedure,6510
00520,Anesthesia for procedures,Procedure,6511
93306,Echocardiogram,Imaging,6512
15734,Scar revision,Procedure,6513
31231,Nasal polypectomy,Procedure,6514
80047,Renal panel,Lab,6515
92511,Speech audiometry,Diagnostic,6516
00520,Anesthesia for procedures,Procedure,6517
A0425,Ambulance service,Procedure,6518
76830,Pelvic ultrasound,Imaging,6519
96413,Chemotherapy administration,Procedure,6520
58150,Cesarean delivery,Surgery,6521
90792,Rheumatology consult,Evaluation & Management,6522
90471,Immunization admin,Preventive,6523
93458,Cardiac cath,Procedure,6524
31500,Intubation,Procedure,6525
71020,Chest X-ray,Imaging,6526
58150,Cesarean delivery,Surgery,6527
93458,Unknown Procedure,Procedure,6528
17000,Destruction benign lesion,Procedure,6529
90791,Unknown Procedure,Evaluation & Management,6530
31231,Nasal polypectomy,Procedure,6531
71020,Chest X-ray,Imaging,6532
88305,Pathology tissue exam,Lab,6533
31500,Insert emergency airway,Procedure,6534
A0425,Ambulance service,Procedure,6535
27447,Knee replacement,Surgery,6536
95810,Nerve conduction study,Diagnostic,6537
92511,Speech audiometry,Diagnostic,6538
99285,Emergency department visit - high severity,Emergency,6539
43239,EGD,Procedure,6540
A0425,Ambulance service,Procedure,6541
95816,EEG,Diagnostic,6542
50360,Dialysis access procedure,Procedure,6543
52000,Cystoscopy,Procedure,6544
58150,Cesarean delivery,Surgery,6545
90471,Immunization administration,Preventive,6546
90471,Immunization admin,Preventive,6547
95810,Nerve conduction study,Diagnostic,6548
99214,Office/outpatient visit EST - extended,Evaluation & Management,6549
95810,Nerve conduction study,Diagnostic,6550
00520,Anesthesia for procedures,Procedure,6551
20610,"Arthrocentesis, small joint",Procedure,6552
88305,Pathology tissue exam,Lab,6553
12001,Repair superficial wound(s),Procedure,6554
88305,Pathology tissue exam,Lab,6555
99285,Emergency department visit - high severity,Emergency,6556
96413,Chemotherapy administration,Procedure,6557
90791,Psychiatric diagnostic eval,Evaluation & Management,6558
88305,Pathology tissue exam,Lab,6559
76830,Pelvic ultrasound,Imaging,6560
93000,Electrocardiogram,Diagnostic,6561
95115,Allergy testing,Procedure,6562
17000,Destroy benign/premlg lesion,Procedure,6563
20610,"Arthrocentesis, small joint",Procedure,6564
90792,Rheumatology consult,Evaluation & Management,6565
31500,Intubation,Procedure,6566
88305,Pathology tissue exam,Lab,6567
93000,Electrocardiogram,Diagnostic,6568
67028,Retinal surgery,Surgery,6569
88305,Pathology tissue exam,Lab,6570
94010,Pulmonary function test,Diagnostic,6571
31231,Nasal polypectomy,Procedure,6572
71020,Chest X-ray,Imaging,6573
99213,Office visit,Evaluation & Management,6574
52000,Cystoscopy,Procedure,6575
90792,Rheumatology consult,Evaluation & Management,6576
88305,Pathology tissue exam,Lab,6577
95117,Allergy injection,Procedure,6578
99213,Office/outpatient visit EST,Evaluation & Management,6579
15734,Scar revision,Procedure,6580
93000,Electrocardiogram,Diagnostic,6581
94010,Pulmonary function test,Diagnostic,6582
27447,Knee replacement,Surgery,6583
99213,Office/outpatient visit EST,Evaluation & Management,6584
93458,Cardiac cath,Procedure,6585
80050,General health panel,Lab,6586
11721,"Debride nail, 6 or more",Procedure,6587
52000,Cystoscopy,Procedure,6588
20610,"Arthrocentesis, small joint",Procedure,6589
99213,Office visit,Evaluation & Management,6590
70450,CT Head without contrast,Imaging,6591
99213,Office/outpatient visit EST,Evaluation & Management,6592
80048,Thyroid panel,Lab,6593
99214,Office/outpatient visit EST - extended,Evaluation & Management,6594
90792,Rheumatology consult,Evaluation & Management,6595
90792,Rheumatology consult,Evaluation & Management,6596
54520,Orchiectomy,Surgery,6597
15734,Scar revision,Procedure,6598
20610,"Drain/inject, joint/bursa",Procedure,6599
88305,Pathology tissue exam,Lab,6600
88305,Tissue exam by pathologist,Lab,6601
88305,Tissue exam by pathologist,Lab,6602
71020,Chest X-ray,Imaging,6603
80048,Thyroid panel,Lab,6604
11721,Debridement nail,Procedure,6605
15734,"Muscle-skin graft, trunk",Procedure,6606
49900,Appendectomy,Surgery,6607
11102,Skin lesion excision,Procedure,6608
95117,Immunotherapy injections,Procedure,6609
00520,Unknown Procedure,Procedure,6610
88305,Pathology tissue exam,Lab,6611
88305,Pathology tissue exam,Lab,6612
87070,"Culture, bacterial",Lab,6613
93000,"Electrocardiogram, complete",Diagnostic,6614
95816,EEG,Diagnostic,6615
15734,Scar revision,Procedure,6616
88305,Pathology tissue exam,Lab,6617
12001,Simple repair of wound,Procedure,6618
20610,"Arthrocentesis, small joint",Procedure,6619
76830,Pelvic ultrasound,Imaging,6620
99285,Emergency department visit - high severity,Emergency,6621
88305,Pathology tissue exam,Lab,6622
95115,"Immunotherapy, one injection",Procedure,6623
99213,Pediatric office visit,Evaluation & Management,6624
90791,Unknown Procedure,Evaluation & Management,6625
92014,Ophthalmology exam,Evaluation & Management,6626
71020,Chest X-ray,Imaging,6627
88305,Pathology tissue exam,Lab,6628
43239,EGD,Procedure,6629
99214,Office/outpatient visit EST - extended,Evaluation & Management,6630
87070,"Culture, bacterial",Lab,6631
93000,"Electrocardiogram, complete",Diagnostic,6632
71020,Chest X-ray,Imaging,6633
95816,EEG,Diagnostic,6634
99214,Office/outpatient visit EST - extended,Evaluation & Management,6635
95117,Allergy injection,Procedure,6636
99213,Office/outpatient visit EST,Evaluation & Management,6637
31500,Intubation,Procedure,6638
90792,Rheumatology consult,Evaluation & Management,6639
90791,Psychiatric diagnostic eval,Evaluation & Management,6640
11721,"Debride nail, 6 or more",Procedure,6641
92014,Ophthalmology exam,Evaluation & Management,6642
20610,"Arthrocentesis, small joint",Procedure,6643
99285,Emergency department visit - high severity,Emergency,6644
92511,Speech audiometry,Diagnostic,6645
99213,"Office/outpatient visit, est",Evaluation & Management,6646
94010,Breathing capacity test,Diagnostic,6647
71020,Chest x-ray,Imaging,6648
88305,Pathology tissue exam,Lab,6649
99213,Office visit,Evaluation & Management,6650
99213,Office/outpatient visit EST,Evaluation & Management,6651
11721,Debridement nail,Procedure,6652
58150,Cesarean delivery,Surgery,6653
20610,"Arthrocentesis, small joint",Procedure,6654
99214,Office/outpatient visit EST - extended,Evaluation & Management,6655
11102,Skin lesion excision,Procedure,6656
99213,Pediatric office visit,Evaluation & Management,6657
00520,Anesthesia for procedures,Procedure,6658
99285,Emergency department visit - high severity,Emergency,6659
80050,General health panel,Lab,6660
49900,Appendectomy,Surgery,6661
31231,Nasal polypectomy,Procedure,6662
11721,Debridement nail,Procedure,6663
52000,Cystoscopy,Procedure,6664
67028,Retinal surgery,Surgery,6665
15734,Scar revision,Procedure,6666
99213,Office/outpatient visit EST,Evaluation & Management,6667
95816,EEG,Diagnostic,6668
94010,Pulmonary function test,Diagnostic,6669
80047,Renal panel,Lab,6670
99213,Office/outpatient visit EST,Evaluation & Management,6671
99213,Office visit,Evaluation & Management,6672
35301,Bypass graft,Surgery,6673
93306,Echocardiogram,Imaging,6674
99214,Office/outpatient visit EST - extended,Evaluation & Management,6675
93306,Echocardiogram,Imaging,6676
90792,Rheumatology consult,Evaluation & Management,6677
31500,Intubation,Procedure,6678
35301,Rechanneling of artery,Surgery,6679
54520,Orchiectomy,Surgery,6680
49900,Appendectomy,Surgery,6681
95117,Allergy injection,Procedure,6682
71020,Chest X-ray,Imaging,6683
49900,Appendectomy,Surgery,6684
80048,Thyroid panel,Lab,6685
99213,Pediatric office visit,Evaluation & Management,6686
00520,Anesthesia for procedures,Procedure,6687
11721,Debridement nail,Procedure,6688
92014,Ophthalmology exam,Evaluation & Management,6689
90791,Psychiatric diagnostic eval,Evaluation & Management,6690
88305,Pathology tissue exam,Lab,6691
11102,Unknown Procedure,Procedure,6692
80047,Renal panel,Lab,6693
87070,"Culture, bacterial",Lab,6694
95816,EEG,Diagnostic,6695
49900,Appendectomy,Surgery,6696
27447,Knee replacement,Surgery,6697
90791,Psychiatric diagnostic eval,Evaluation & Management,6698
90791,Psychiatric diagnostic eval,Evaluation & Management,6699
90792,Rheumatology consult,Evaluation & Management,6700
12001,Simple repair of wound,Procedure,6701
95117,Allergy injection,Procedure,6702
90791,Psychiatric diagnostic eval,Evaluation & Management,6703
76830,Pelvic ultrasound,Imaging,6704
15734,Scar revision,Procedure,6705
70450,CT Head without contrast,Imaging,6706
35301,Bypass graft,Surgery,6707
99285,Emergency department visit - high severity,Emergency,6708
96413,Chemotherapy administration,Procedure,6709
54520,Orchiectomy,Surgery,6710
67028,Retinal surgery,Surgery,6711
95816,EEG,Diagnostic,6712
94010,Pulmonary function test,Diagnostic,6713
90791,Psychiatric diagnostic eval,Evaluation & Management,6714
99214,Office visit extended,Evaluation & Management,6715
